Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,0.7041757702827454,0.7110353112220764,0.7015082240104675,0.7041757702827454,0.7041757702827454,0
2019-01-02,0.7047216296195984,0.704820990562439,0.6984703540802002,0.7047911882400513,0.7047911882400513,0
2019-01-03,0.6920079588890076,0.7019514441490173,0.6919457912445068,0.6918978691101074,0.6918978691101074,0
2019-01-04,0.700721800327301,0.7112375497817993,0.6994963884353638,0.7006235718727112,0.7006235718727112,0
2019-01-07,0.7126059532165527,0.7143877744674683,0.711551308631897,0.7123776078224182,0.7123776078224182,0
2019-01-08,0.7146021723747253,0.715103030204773,0.7117893695831299,0.7145919799804688,0.7145919799804688,0
2019-01-09,0.7162297964096069,0.7194244861602783,0.7143877744674683,0.7163323760032654,0.7163323760032654,0
2019-01-10,0.7176483869552612,0.7197869420051575,0.7146430611610413,0.7175660133361816,0.7175660133361816,0
2019-01-11,0.719062328338623,0.7234842777252197,0.7182875871658325,0.7187005877494812,0.7187005877494812,0
2019-01-14,0.7203054428100586,0.7217194437980652,0.7177205085754395,0.7205129861831665,0.7205129861831665,0
2019-01-15,0.7201083302497864,0.7225955128669739,0.7185404896736145,0.7199423909187317,0.7199423909187317,0
2019-01-16,0.7206687927246094,0.721188485622406,0.7162810564041138,0.7207674384117126,0.7207674384117126,0
2019-01-17,0.7169898152351379,0.7176175117492676,0.7147452235221863,0.7173087000846863,0.7173087000846863,0
2019-01-18,0.7191140651702881,0.7205129861831665,0.7168458700180054,0.7190313339233398,0.7190313339233398,0
2019-01-21,0.7163323760032654,0.717875063419342,0.7140613198280334,0.716383695602417,0.716383695602417,0
2019-01-22,0.7159220576286316,0.7160758972167969,0.7122507095336914,0.7158913612365723,0.7158913612365723,0
2019-01-23,0.7121492624282837,0.7145919799804688,0.7120478749275208,0.7122101187705994,0.7122101187705994,0
2019-01-24,0.7147400975227356,0.7166917324066162,0.7085666060447693,0.714796245098114,0.714796245098114,0
2019-01-25,0.7089182138442993,0.7177205085754395,0.7076990604400635,0.7091192603111267,0.7091192603111267,0
2019-01-28,0.7179781794548035,0.72061687707901,0.7164350152015686,0.7179421186447144,0.7179421186447144,0
2019-01-29,0.7165992856025696,0.7176175117492676,0.7139593362808228,0.7165992856025696,0.7165992856025696,0
2019-01-30,0.7158196568489075,0.72061687707901,0.715103030204773,0.7159220576286316,0.7159220576286316,0
2019-01-31,0.7253788113594055,0.7294797301292419,0.7246901988983154,0.7254682779312134,0.7254682779312134,0
2019-02-01,0.727219820022583,0.7283851504325867,0.7236937284469604,0.7271669507026672,0.7271669507026672,0
2019-02-04,0.7249581217765808,0.725426197052002,0.721188485622406,0.7249003052711487,0.7249003052711487,0
2019-02-05,0.7214174270629883,0.7266914248466492,0.7195487022399902,0.7214018106460571,0.7214018106460571,0
2019-02-06,0.7243752479553223,0.7247952818870544,0.7122710347175598,0.7243752479553223,0.7243752479553223,0
2019-02-07,0.7112830877304077,0.7119971513748169,0.7091695666313171,0.7109948396682739,0.7109948396682739,0
2019-02-08,0.7094311714172363,0.7101768255233765,0.7061149477958679,0.709541916847229,0.709541916847229,0
2019-02-11,0.7100104689598083,0.7107522487640381,0.7060650587081909,0.7101768255233765,0.7101768255233765,0
2019-02-12,0.7064142823219299,0.7099247574806213,0.705566942691803,0.7063493728637695,0.7063493728637695,0
2019-02-13,0.7102777361869812,0.7136739492416382,0.709270179271698,0.7104795575141907,0.7104795575141907,0
2019-02-14,0.7091394066810608,0.7133176326751709,0.7079645991325378,0.7092198729515076,0.7092198729515076,0
2019-02-15,0.7104392051696777,0.7125044465065002,0.7081601619720459,0.710328221321106,0.710328221321106,0
2019-02-18,0.714459240436554,0.7160758972167969,0.712550163269043,0.7145408987998962,0.7145408987998962,0
2019-02-19,0.7130632996559143,0.7150007486343384,0.7104290723800659,0.7132158875465393,0.7132158875465393,0
2019-02-20,0.7168973088264465,0.7179318070411682,0.7142347097396851,0.7166917324066162,0.7166917324066162,0
2019-02-21,0.7171028852462769,0.7208765745162964,0.7077391147613525,0.7170000672340393,0.7170000672340393,0
2019-02-22,0.7107118368148804,0.7141836881637573,0.7085163593292236,0.710883617401123,0.710883617401123,0
2019-02-25,0.7155993580818176,0.718442440032959,0.7135212421417236,0.7159220576286316,0.7159220576286316,0
2019-02-26,0.7173087000846863,0.7184939980506897,0.7142347097396851,0.7174115777015686,0.7174115777015686,0
2019-02-27,0.7194296717643738,0.7196833491325378,0.7129616141319275,0.719398558139801,0.719398558139801,0
2019-02-28,0.7145919799804688,0.7165787816047668,0.709723174571991,0.7148473858833313,0.7148473858833313,0
2019-03-01,0.7100205421447754,0.7124029397964478,0.7079645991325378,0.7102777361869812,0.7102777361869812,0
2019-03-04,0.7099247574806213,0.7100759744644165,0.7076139450073242,0.7100305557250977,0.7100305557250977,0
2019-03-05,0.7091192603111267,0.7092198729515076,0.7060152888298035,0.7092198729515076,0.7092198729515076,0
2019-03-06,0.7088679671287537,0.7091594934463501,0.7022520899772644,0.7087423801422119,0.7087423801422119,0
2019-03-07,0.7032843232154846,0.7053181529045105,0.7023606300354004,0.7034822702407837,0.7034822702407837,0
2019-03-08,0.7022176384925842,0.7053181529045105,0.7003880143165588,0.7023458480834961,0.7023458480834961,0
2019-03-11,0.7036901712417603,0.7067137956619263,0.7027110457420349,0.7039278745651245,0.7039278745651245,0
2019-03-12,0.7071986198425293,0.7093204259872437,0.706189751625061,0.7073386311531067,0.7073386311531067,0
2019-03-13,0.7063144445419312,0.7088679671287537,0.7050197124481201,0.7064142823219299,0.7064142823219299,0
2019-03-14,0.7086318135261536,0.7087172269821167,0.7042253613471985,0.7087172269821167,0.7087172269821167,0
2019-03-15,0.7069635987281799,0.709723174571991,0.706763744354248,0.706813633441925,0.706813633441925,0
2019-03-18,0.7084159851074219,0.7121999859809875,0.7063643336296082,0.7082905769348145,0.7082905769348145,0
2019-03-19,0.7098188996315002,0.7113893628120422,0.7092801928520203,0.7099751830101013,0.7099751830101013,0
2019-03-20,0.708817720413208,0.7103786468505859,0.7058209180831909,0.7089684009552002,0.7089684009552002,0
2019-03-21,0.7136231064796448,0.716794490814209,0.7103180885314941,0.7135212421417236,0.7135212421417236,0
2019-03-22,0.710782527923584,0.7115918397903442,0.7076289653778076,0.710782527923584,0.710782527923584,0
2019-03-25,0.7080898880958557,0.7117944359779358,0.7066138982772827,0.7083156108856201,0.7083156108856201,0
2019-03-26,0.7113893628120422,0.714796245098114,0.7113893628120422,0.7116121053695679,0.7116121053695679,0
2019-03-27,0.7137249112129211,0.7139797210693359,0.7069635987281799,0.713699460029602,0.713699460029602,0
2019-03-28,0.7079144716262817,0.710782527923584,0.7071635127067566,0.7084510922431946,0.7084510922431946,0
2019-03-29,0.7082654237747192,0.7104795575141907,0.707679033279419,0.7083156108856201,0.7083156108856201,0
2019-04-01,0.7113387584686279,0.7132158875465393,0.7109341621398926,0.7113893628120422,0.7113893628120422,0
2019-04-02,0.711085855960846,0.7115918397903442,0.7054175734519958,0.710989773273468,0.710989773273468,0
2019-04-03,0.7056167125701904,0.7127075791358948,0.7055171132087708,0.7058408260345459,0.7058408260345459,0
2019-04-04,0.7117944359779358,0.7129108309745789,0.7098743319511414,0.7117488384246826,0.7117488384246826,0
2019-04-05,0.7109847068786621,0.7132158875465393,0.7093104124069214,0.7110353112220764,0.7110353112220764,0
2019-04-08,0.7101768255233765,0.7129108309745789,0.7088679671287537,0.7101768255233765,0.7101768255233765,0
2019-04-09,0.7121492624282837,0.7155122756958008,0.7121492624282837,0.7121593952178955,0.7121593952178955,0
2019-04-10,0.712839663028717,0.7160297632217407,0.7110605239868164,0.7129108309745789,0.7129108309745789,0
2019-04-11,0.716589093208313,0.7168973088264465,0.7126314043998718,0.7166917324066162,0.7166917324066162,0
2019-04-12,0.7120985388755798,0.7192174792289734,0.7116677761077881,0.7122507095336914,0.7122507095336914,0
2019-04-15,0.7174115777015686,0.7181999087333679,0.7164812088012695,0.7173087000846863,0.7173087000846863,0
2019-04-16,0.7176175117492676,0.7180812358856201,0.7140816450119019,0.7176175117492676,0.7176175117492676,0
2019-04-17,0.7164812088012695,0.7205649614334106,0.7157222628593445,0.7164915204048157,0.7164915204048157,0
2019-04-18,0.7174013257026672,0.7194193005561829,0.7147452235221863,0.7174115777015686,0.7174115777015686,0
